path,run_id,ring_count,ring_count_source,ring_count_error,replay_prompt_match,replay_max_dx,replay_max_dy,replay_type_match,labelmap_source,labelmap_coverage_known,labelmap_coverage_filled,elapsed_s,correspondence_f1@8,correspondence_f1@15,correspondence_f1@25,line_explained@8,line_explained@15,line_explained@25,boundary_explained_line@8,boundary_explained_line@15,boundary_explained_line@25,boundary_explained_edge@8,boundary_explained_edge@15,boundary_explained_edge@25,chamfer_sym_px,chamfer_line_to_bnd_px,chamfer_bnd_to_line_px,split,case,family,trial_id,mIoU,stage1_varied,acquisition,source,depth_nan_ratio,denoise_retained_ratio,unfold_residual,orient_agreement,sam_fill_rate,sam_ontology_divergence,det_row_residual_px,det_row_gated,det_row_y_std,phase_incoherence_deg
/home/boringtao/Projects/Proxy4Tun/data/bo-bayes/2-1-trials/runs/2-1-s000,2-1-s000,9,log,1.0,True,0.0,0.0,1.0,results.pkl,0.8667693909222125,0.8667693909222125,1.19,0.2676205921697737,0.3189002451896995,0.38736721178741973,0.22632098508858522,0.28934379383800074,0.3696160440588144,0.3273576097105509,0.35518207282913167,0.4069094304388422,0.6291316526610644,0.7492063492063492,0.8565826330532212,97.70295715332031,91.54935455322266,103.85655975341797,train,2-1,staggered,2-1-s000,0.41,True,sobol_init,bo-bayes,0.1109844404683457,0.7920642843708081,1.3609765531356006,0.999893685647656,0.6833790115725096,0.2076166812977479,0.0,0.0,30.54180383523123,4.2
/home/boringtao/Projects/Proxy4Tun/data/bo-bayes/2-1-trials/runs/2-1-s001,2-1-s001,10,log,0.0,True,2.2737367544323206e-13,0.0,1.0,results.pkl,0.9589867564293402,0.9589867564293402,1.13,0.03650778884010546,0.07583953226121916,0.11995528463216447,0.033602631014513475,0.07024379781225423,0.11693000643454636,0.039962825278810406,0.08240396530359356,0.12314126394052044,0.16697645600991326,0.2898079306071871,0.4163568773234201,137.11632537841797,123.37846374511719,150.85418701171875,train,2-1,staggered,2-1-s001,0.403,True,sobol_init,bo-bayes,0.2509071999276595,0.5412308115224909,1.2237754316221157,0.9998909495436624,0.5125470475529071,0.3526988063553512,0.0,0.0,43.17405996268028,10.0
/home/boringtao/Projects/Proxy4Tun/data/bo-bayes/2-1-trials/runs/2-1-s002,2-1-s002,10,log,0.0,True,2.2737367544323206e-13,0.0,1.0,results.pkl,0.92353813031544,0.92353813031544,1.12,0.060122434232819766,0.08516339686452316,0.12047808708381172,0.037134769466967324,0.05599002063042748,0.0858561627404884,0.157815523543324,0.17781122339281874,0.20189206622231778,0.2833799182971404,0.3543324016340572,0.4222747796172866,121.21833038330078,109.69097900390625,132.7456817626953,train,2-1,staggered,2-1-s002,0.035,True,sobol_init,bo-bayes,0.8330122437006289,0.0625957227806266,1.252762968495368,0.9998894330508498,0.0540207184918326,0.2137691903008274,0.0,0.0,155.81147630828931,13.8
/home/boringtao/Projects/Proxy4Tun/data/bo-bayes/2-1-trials/runs/2-1-s003,2-1-s003,11,log,1.0,True,1.1368683772161603e-13,0.0,1.0,results.pkl,0.9024017355990155,0.9024017355990155,1.23,0.20875593405692633,0.26988178720199035,0.3380391440237423,0.15305111142573977,0.20731275661900042,0.28026334418802207,0.32821310519152247,0.38654481819949443,0.4258215049581956,0.6453431849115302,0.7662842698813922,0.841726618705036,91.47661972045898,92.93064880371094,90.02259063720703,train,2-1,staggered,2-1-s003,0.482,True,sobol_init,bo-bayes,0.107228318695072,0.7822336452268307,1.2809338454620645,0.999890810642283,0.7109290871172897,0.2010869933897544,0.0,0.0,60.38134212504279,11.1
/home/boringtao/Projects/Proxy4Tun/data/bo-bayes/2-1-trials/runs/2-1-s004,2-1-s004,10,log,0.0,True,2.2737367544323206e-13,2.2737367544323206e-13,1.0,results.pkl,0.9403660213910419,0.9403660213910419,1.23,0.39953580507301306,0.5037065465242095,0.6583494262246751,0.48135264598540145,0.6289917883211679,0.8112454379562044,0.34149154279856486,0.42004100461301896,0.5539466940030754,0.6355715017939518,0.7720399794976935,0.9146591491542798,52.424702644348145,22.075563430786133,82.77384185791016,train,2-1,staggered,2-1-s004,0.838,True,sobol_init,bo-bayes,0.1130750630340103,0.7699041377043895,1.2237754316221157,0.9998900142454238,0.7337511548740334,0.2257137444709935,0.0,0.0,21.766103212269908,2.4
/home/boringtao/Projects/Proxy4Tun/data/bo-bayes/2-1-trials/runs/2-1-s005,2-1-s005,11,log,1.0,True,0.0,2.2737367544323206e-13,1.0,results.pkl,0.9529470775441766,0.9529470775441766,1.19,0.20935974523376896,0.27007948217024375,0.3322387294440436,0.19707217228797722,0.28245973124499424,0.37990566877280413,0.22328148519819369,0.25873891955176453,0.2951998661983609,0.5559458103361766,0.6932597424318447,0.786419133634387,113.09518432617188,96.44963073730469,129.74073791503906,train,2-1,staggered,2-1-s005,0.484,True,sobol_init,bo-bayes,0.1040022069433834,0.7703433515426223,1.252762968495368,0.9998911514067504,0.731636727784564,0.2227959367732193,0.0,0.0,3.6670774470203495,2.8
/home/boringtao/Projects/Proxy4Tun/data/bo-bayes/2-1-trials/runs/2-1-s006,2-1-s006,9,log,1.0,True,2.2737367544323206e-13,0.0,1.0,results.pkl,0.7786510066309236,0.7786510066309236,1.09,0.14326452631564343,0.18646391668452675,0.2659566098397928,0.08820820908612524,0.12168917733730925,0.17924486932117173,0.3811881188118812,0.39867986798679866,0.5151815181518152,0.5452145214521452,0.6372937293729373,0.7432343234323432,104.42971420288086,120.66140747070312,88.1980209350586,train,2-1,staggered,2-1-s006,0.036,True,sobol_init,bo-bayes,0.8570026225762915,0.062477393405385,1.2237754316221157,0.999894104085576,0.0423278126737478,0.3195305760372414,0.0,0.0,354.40243583514183,19.1
/home/boringtao/Projects/Proxy4Tun/data/bo-bayes/2-1-trials/runs/2-1-s007,2-1-s007,11,log,1.0,True,0.0,0.0,1.0,results.pkl,0.9130386721366937,0.9130386721366937,1.22,0.23432787093201846,0.29072710170623367,0.3516649150812696,0.1736853259059671,0.2261511913051376,0.28376373709545577,0.3600346020761246,0.4069204152249135,0.46228373702422143,0.6268166089965398,0.739273356401384,0.8273356401384083,97.73899841308594,103.39019775390625,92.08779907226562,train,2-1,staggered,2-1-s007,0.523,True,sobol_init,bo-bayes,0.1043101334257222,0.7853820333637166,1.252762968495368,0.99989037470959,0.7343593368594453,0.2175424128733613,0.0,0.0,18.558043285056563,4.0
/home/boringtao/Projects/Proxy4Tun/data/bo-bayes/2-1-trials/runs/2-1-s008,2-1-s008,10,log,0.0,True,2.2737367544323206e-13,2.2737367544323206e-13,1.0,results.pkl,0.9490706633749172,0.9490706633749172,1.19,0.4003590078866813,0.5189715990629978,0.6952392314715976,0.48147503913724127,0.6504319591813069,0.8753406389517018,0.34263407141942914,0.43171637015231024,0.5766030974017663,0.6398310508127479,0.768590810188148,0.9095097913733521,44.587631702423096,14.485886573791504,74.68937683105469,train,2-1,staggered,2-1-s008,0.834,True,sobol_init,bo-bayes,0.1096365238542599,0.7710615953486738,1.252762968495368,0.999888792434158,0.7352982210289385,0.2254517728328431,0.0,0.0,16.7405467318293,3.2
/home/boringtao/Projects/Proxy4Tun/data/bo-bayes/2-1-trials/runs/2-1-s009,2-1-s009,11,log,1.0,True,0.0,7.105427357601002e-15,1.0,results.pkl,0.779577451109466,0.779577451109466,1.21,0.014679463727121873,0.05119925076027016,0.06357375193590913,0.008310758837497073,0.0328082672820307,0.039396675696465,0.06281879194630872,0.11651006711409397,0.16456375838926174,0.2861744966442953,0.3876510067114094,0.45932885906040266,154.14443969726562,162.8871612548828,145.40171813964844,train,2-1,staggered,2-1-s009,0.068,True,sobol_init,bo-bayes,0.5191319668516317,0.3324848755422999,1.252762968495368,0.9998929333226232,0.1828643562985331,0.3208135415695328,0.0,0.0,333.7795844262319,10.2
