case,family,trial_id,acquisition,mIoU,source_root,output_dir,denoise_retained_ratio,depth_nan_ratio,depth_outlier_ratio,det_midpoint_ratio,det_real_detection_ratio,det_fallback_ratio,det_x_spacing_cv,det_y_std,det_ring_count_error,det_n_points,sam_fill_rate,sam_ring_completeness,sam_segment_size_cv,sam_ontology_divergence,orient_invariant_ok,orient_h_ring_corr,overlay_json
2-1,t1&2,2-1-t014,ei,0.854,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t014,0.764015571939093,0.11516268159916808,0.003983168804158433,0.8,1.0,0.0,0.0,215.95366672435176,0.0,10.0,0.7329135482484153,0.8888888888888888,1.2928794073964724,0.23028527649894126,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.417552865043062, ""mask_r_high"": 2.803736339166689, ""z_step"": 0.0016723477397884048, ""grad_threshold"": 0.11920785489861892}, ""enhancing"": {""curvature_threshold"": 0.0027114793659518397, ""inter_radius"": 0.03648089576632749}, ""detecting"": {""binary_threshold"": 132, ""hough_threshold_oblique"": 53, ""hough_threshold_horizontal"": 42, ""hough_threshold_vertical"": 738, ""maxLineGap_oblique"": 27}, ""sam"": {""processing.y_bounds"": [3641, 13100]}}"
2-1,t1&2,2-1-t015,uncertainty,0.854,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t015,0.7616500178785868,0.11668918266911125,0.004156541775957003,0.8,0.9,0.1,0.0,214.5776840953203,0.0,10.0,0.72788480816173,0.8888888888888888,1.3123177131277812,0.2323795650422837,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.4436251125605146, ""mask_r_high"": 2.8923237645334527, ""z_step"": 0.0010501233684177627, ""grad_threshold"": 0.15715578372562022}, ""enhancing"": {""curvature_threshold"": 0.006371894319518217, ""inter_radius"": 0.07377760543990791}, ""detecting"": {""binary_threshold"": 115, ""hough_threshold_oblique"": 70, ""hough_threshold_horizontal"": 51, ""hough_threshold_vertical"": 582, ""maxLineGap_oblique"": 21}, ""sam"": {""processing.y_bounds"": [3729, 13100]}}"
2-1,t1&2,2-1-t016,ei,0.818,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t016,0.7757425814199111,0.10709468177956395,0.004898498279066666,0.7,0.9,0.1,0.0,214.56452857561007,0.0,10.0,0.7369078105655213,0.8888888888888888,1.2864006714990115,0.22063407473891866,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.255069851269346, ""mask_r_high"": 2.7852537023346144, ""z_step"": 0.006411822688024757, ""grad_threshold"": 0.24977994747801746}, ""enhancing"": {""curvature_threshold"": 0.007022244565964378, ""inter_radius"": 0.052939957520034414}, ""detecting"": {""binary_threshold"": 110, ""hough_threshold_oblique"": 72, ""hough_threshold_horizontal"": 43, ""hough_threshold_vertical"": 572, ""maxLineGap_oblique"": 47}, ""sam"": {""processing.y_bounds"": [3713, 13100]}}"
2-1,t1&2,2-1-t017,uncertainty,0.035,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t017,0.05890425965081983,0.8562029967609829,0.002254923907365993,0.0,0.3,0.7,4.719254367854547e-16,0.4714045207910317,0.0,10.0,0.05149963106037588,1.0,1.2057374312035227,0.35110268296109004,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.3786299227410685, ""mask_r_high"": 2.7002219563772303, ""z_step"": 0.00788299309221584, ""grad_threshold"": 0.1737638851030145}, ""enhancing"": {""curvature_threshold"": 0.0018324368680192862, ""inter_radius"": 0.0639442366739817}, ""detecting"": {""binary_threshold"": 109, ""hough_threshold_oblique"": 55, ""hough_threshold_horizontal"": 87, ""hough_threshold_vertical"": 795, ""maxLineGap_oblique"": 25}, ""sam"": {""processing.y_bounds"": [3709, 13100]}}"
2-1,t1&2,2-1-t018,ei,0.79,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t018,0.7657936129006923,0.11622628824035226,0.00398129606011115,0.4,0.7,0.3,0.0,213.40586124855238,0.0,10.0,0.7323663394781933,0.8888888888888888,1.2873896573744992,0.21768685884478173,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.2438557835501793, ""mask_r_high"": 2.7730060328808417, ""z_step"": 0.007841054496451061, ""grad_threshold"": 0.14004417833505392}, ""enhancing"": {""curvature_threshold"": 0.0004369690009396959, ""inter_radius"": 0.06576581063655255}, ""detecting"": {""binary_threshold"": 152, ""hough_threshold_oblique"": 84, ""hough_threshold_horizontal"": 43, ""hough_threshold_vertical"": 629, ""maxLineGap_oblique"": 24}, ""sam"": {""processing.y_bounds"": [4291, 13100]}}"
2-1,t1&2,2-1-t019,uncertainty,0.641,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t019,0.7832960259931917,0.10719661766823305,0.004985361554336776,0.8,0.9,0.1,0.0,203.5849190193014,0.0,10.0,0.7480101029517237,0.8888888888888888,1.148397738282388,0.1621953763662212,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.3185333078647714, ""mask_r_high"": 2.869098352968759, ""z_step"": 0.007106757317059282, ""grad_threshold"": 0.23403685658680093}, ""enhancing"": {""curvature_threshold"": 0.0037277120634422226, ""inter_radius"": 0.027373825852787918}, ""detecting"": {""binary_threshold"": 117, ""hough_threshold_oblique"": 49, ""hough_threshold_horizontal"": 90, ""hough_threshold_vertical"": 786, ""maxLineGap_oblique"": 76}, ""sam"": {""processing.y_bounds"": [3635, 13100]}}"
2-1,t1&2,2-1-t020,ei,0.852,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t020,0.764825792290092,0.11599891641385417,0.004106121533507426,0.8,1.0,0.0,0.0,215.94941614167857,0.0,10.0,0.7345841110001881,0.8888888888888888,1.2990413517371666,0.23256423585343416,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.2877762095332628, ""mask_r_high"": 2.899005377139608, ""z_step"": 0.001914254726580202, ""grad_threshold"": 0.15375934818104656}, ""enhancing"": {""curvature_threshold"": 0.006932170666740517, ""inter_radius"": 0.05864707304205216}, ""detecting"": {""binary_threshold"": 100, ""hough_threshold_oblique"": 65, ""hough_threshold_horizontal"": 41, ""hough_threshold_vertical"": 683, ""maxLineGap_oblique"": 30}, ""sam"": {""processing.y_bounds"": [3701, 13100]}}"
2-1,t1&2,2-1-t021,uncertainty,0.84,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t021,0.7691533404020925,0.11542410296377893,0.003998583493343435,0.8,1.0,0.0,0.0,216.0081490759367,0.0,10.0,0.7392170419103011,0.8888888888888888,1.2841757482024614,0.22802076627179435,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.2502545470211555, ""mask_r_high"": 2.8549038232154316, ""z_step"": 0.001236272162370862, ""grad_threshold"": 0.18872061685011185}, ""enhancing"": {""curvature_threshold"": 0.0007406889487085711, ""inter_radius"": 0.036645212961782705}, ""detecting"": {""binary_threshold"": 143, ""hough_threshold_oblique"": 46, ""hough_threshold_horizontal"": 79, ""hough_threshold_vertical"": 502, ""maxLineGap_oblique"": 23}, ""sam"": {""processing.y_bounds"": [4021, 13100]}}"
2-1,t1&2,2-1-t022,ei,0.845,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t022,0.74764943088221,0.11808744132395585,0.0032488650745912157,0.7,0.8,0.2,0.0,215.74646503791905,0.0,10.0,0.7176159886238449,0.8888888888888888,1.3125075253219043,0.2283180381892565,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.2917059666888004, ""mask_r_high"": 2.7756738947032407, ""z_step"": 0.0010681811978314982, ""grad_threshold"": 0.23959863929082145}, ""enhancing"": {""curvature_threshold"": 0.0012943459923367817, ""inter_radius"": 0.057363698788462786}, ""detecting"": {""binary_threshold"": 131, ""hough_threshold_oblique"": 74, ""hough_threshold_horizontal"": 79, ""hough_threshold_vertical"": 482, ""maxLineGap_oblique"": 21}, ""sam"": {""processing.y_bounds"": [3766, 13100]}}"
2-1,t1&2,2-1-t023,uncertainty,0.648,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t023,0.7786940984128362,0.1102055517713645,0.004633447440006855,0.7,0.9,0.1,0.0,203.7514004983902,0.0,10.0,0.7443460260965361,0.8888888888888888,1.1568083890851422,0.16394518627018811,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.3039033260054067, ""mask_r_high"": 2.8292363823373687, ""z_step"": 0.004376108391530624, ""grad_threshold"": 0.205493914075008}, ""enhancing"": {""curvature_threshold"": 0.002581270295505787, ""inter_radius"": 0.02146645306337391}, ""detecting"": {""binary_threshold"": 143, ""hough_threshold_oblique"": 51, ""hough_threshold_horizontal"": 82, ""hough_threshold_vertical"": 787, ""maxLineGap_oblique"": 76}, ""sam"": {""processing.y_bounds"": [3699, 13100]}}"
2-1,t1&2,2-1-t024,ei,0.852,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t024,0.7612046033744024,0.1144974082821051,0.004031804592211556,0.8,0.9,0.1,0.0,214.65239647710686,0.0,10.0,0.728359675829184,0.8888888888888888,1.2958211725604918,0.22923259956710418,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.426061199877333, ""mask_r_high"": 2.7927611198350992, ""z_step"": 0.0016545856545903447, ""grad_threshold"": 0.11613183201956911}, ""enhancing"": {""curvature_threshold"": 0.0062444785661371705, ""inter_radius"": 0.06999098339840994}, ""detecting"": {""binary_threshold"": 136, ""hough_threshold_oblique"": 84, ""hough_threshold_horizontal"": 41, ""hough_threshold_vertical"": 599, ""maxLineGap_oblique"": 20}, ""sam"": {""processing.y_bounds"": [4168, 13100]}}"
2-1,t1&2,2-1-t025,uncertainty,0.035,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t025,0.0924286768398926,0.7802266274673046,0.0032468670492167514,0.0,0.3,0.7,4.719254367854547e-16,224.21179843075956,0.0,10.0,0.0802552194105647,1.0,1.0716767859128333,0.2010932550413351,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.296317461459457, ""mask_r_high"": 2.7428049998199553, ""z_step"": 0.0030931039089429437, ""grad_threshold"": 0.20445480243111513}, ""enhancing"": {""curvature_threshold"": 0.004898654884573731, ""inter_radius"": 0.02466848582589466}, ""detecting"": {""binary_threshold"": 129, ""hough_threshold_oblique"": 82, ""hough_threshold_horizontal"": 42, ""hough_threshold_vertical"": 610, ""maxLineGap_oblique"": 21}, ""sam"": {""processing.y_bounds"": [3802, 13100]}}"
2-1,t1&2,2-1-t026,ei,0.701,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t026,0.7631479954280423,0.1014779063842178,0.0029004877338574655,0.1,0.3,0.7,0.0,203.27547421522317,0.0,10.0,0.7225651534974856,0.8888888888888888,1.3278551234177773,0.21647669453496698,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.447952245701238, ""mask_r_high"": 2.769058858952365, ""z_step"": 0.007519448067459978, ""grad_threshold"": 0.15830906557182606}, ""enhancing"": {""curvature_threshold"": 0.0009083045113476504, ""inter_radius"": 0.020563764626795333}, ""detecting"": {""binary_threshold"": 114, ""hough_threshold_oblique"": 85, ""hough_threshold_horizontal"": 50, ""hough_threshold_vertical"": 730, ""maxLineGap_oblique"": 79}, ""sam"": {""processing.y_bounds"": [3805, 13100]}}"
2-1,t1&2,2-1-t027,uncertainty,0.804,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t027,0.788835804298715,0.0956414786290305,0.004953037318182547,0.7,0.8,0.2,0.0,215.96607886801203,0.0,10.0,0.7534243177717287,0.8888888888888888,1.2655345093732253,0.21784547392331305,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.4514739284597753, ""mask_r_high"": 2.8635843328848134, ""z_step"": 0.007496245276977109, ""grad_threshold"": 0.22277359314861567}, ""enhancing"": {""curvature_threshold"": 0.00624199378595958, ""inter_radius"": 0.07707252428614682}, ""detecting"": {""binary_threshold"": 106, ""hough_threshold_oblique"": 89, ""hough_threshold_horizontal"": 42, ""hough_threshold_vertical"": 440, ""maxLineGap_oblique"": 77}, ""sam"": {""processing.y_bounds"": [4145, 13100]}}"
2-1,t1&2,2-1-t028,ei,0.779,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t028,0.7708735084814776,0.10750314844376922,0.0035388222392931496,0.5,0.7,0.3,0.0,213.99099458146682,0.0,10.0,0.743659302342405,0.8888888888888888,1.2585510020463506,0.21882670713398633,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.224563707644311, ""mask_r_high"": 2.7733755313648274, ""z_step"": 0.006997682234022331, ""grad_threshold"": 0.16114322512477058}, ""enhancing"": {""curvature_threshold"": 0.0010945812441906244, ""inter_radius"": 0.03852492565010657}, ""detecting"": {""binary_threshold"": 147, ""hough_threshold_oblique"": 41, ""hough_threshold_horizontal"": 40, ""hough_threshold_vertical"": 581, ""maxLineGap_oblique"": 61}, ""sam"": {""processing.y_bounds"": [4076, 13100]}}"
2-1,t1&2,2-1-t029,uncertainty,0.812,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t029,0.7726112451143919,0.10839299281164164,0.004150984746654199,0.7,0.8,0.2,0.0,220.38720529285868,0.0,10.0,0.7428366806595028,0.8888888888888888,1.3480059568682534,0.23313049442332118,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.451603820005241, ""mask_r_high"": 2.8959205595637227, ""z_step"": 0.0028194123519030795, ""grad_threshold"": 0.16336059551097076}, ""enhancing"": {""curvature_threshold"": 0.006921565286127931, ""inter_radius"": 0.0434854455148339}, ""detecting"": {""binary_threshold"": 158, ""hough_threshold_oblique"": 87, ""hough_threshold_horizontal"": 90, ""hough_threshold_vertical"": 413, ""maxLineGap_oblique"": 44}, ""sam"": {""processing.y_bounds"": [4197, 13100]}}"
2-1,t1&2,2-1-t030,ei,0.82,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t030,0.7804628383755082,0.1017805557014549,0.004546807430362239,0.8,0.9,0.1,0.0,214.39662188745072,0.0,10.0,0.7481594356567228,0.8888888888888888,1.2850513376015367,0.2232968090457756,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.4642573709105133, ""mask_r_high"": 2.8987648527145096, ""z_step"": 0.0065501139655747, ""grad_threshold"": 0.10509415732768385}, ""enhancing"": {""curvature_threshold"": 0.003362580079679615, ""inter_radius"": 0.07671760273483114}, ""detecting"": {""binary_threshold"": 109, ""hough_threshold_oblique"": 56, ""hough_threshold_horizontal"": 54, ""hough_threshold_vertical"": 422, ""maxLineGap_oblique"": 23}, ""sam"": {""processing.y_bounds"": [4312, 13100]}}"
2-1,t1&2,2-1-t031,uncertainty,0.033,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t031,0.07941192884115754,0.8238739906019327,0.003540805863222628,0.0,0.4,0.6,0.353553390593274,174.66204423917074,0.0,10.0,0.06658326770961868,1.0,1.077181795838335,0.22668927570873137,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.285668242662155, ""mask_r_high"": 2.717008279539863, ""z_step"": 0.007802311335485007, ""grad_threshold"": 0.17737639649884973}, ""enhancing"": {""curvature_threshold"": 0.004956563851418919, ""inter_radius"": 0.06575360636916228}, ""detecting"": {""binary_threshold"": 115, ""hough_threshold_oblique"": 75, ""hough_threshold_horizontal"": 40, ""hough_threshold_vertical"": 657, ""maxLineGap_oblique"": 49}, ""sam"": {""processing.y_bounds"": [4205, 13100]}}"
2-1,t1&2,2-1-t032,ei,0.805,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t032,0.7890461102189041,0.09563565289706369,0.004802879076737998,0.8,0.9,0.1,0.0,214.55541855106222,0.0,10.0,0.7542386719000287,0.8888888888888888,1.2623517324435707,0.21799094766361116,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.4658145481702474, ""mask_r_high"": 2.8159549464580134, ""z_step"": 0.007492194609189165, ""grad_threshold"": 0.22322491623141436}, ""enhancing"": {""curvature_threshold"": 0.005007344780627334, ""inter_radius"": 0.04992149601813205}, ""detecting"": {""binary_threshold"": 124, ""hough_threshold_oblique"": 60, ""hough_threshold_horizontal"": 40, ""hough_threshold_vertical"": 403, ""maxLineGap_oblique"": 31}, ""sam"": {""processing.y_bounds"": [4032, 13100]}}"
2-1,t1&2,2-1-t033,uncertainty,0.807,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t033,0.7868670928591064,0.09668821702016722,0.004548148946489195,0.8,0.9,0.1,0.0,214.52958940085242,0.0,10.0,0.7498294816863331,0.8888888888888888,1.2745638582799217,0.21768735610322182,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.4905546209977474, ""mask_r_high"": 2.8784176673662643, ""z_step"": 0.007539561567493152, ""grad_threshold"": 0.13674760869577046}, ""enhancing"": {""curvature_threshold"": 0.007746217436510663, ""inter_radius"": 0.023942810749895817}, ""detecting"": {""binary_threshold"": 137, ""hough_threshold_oblique"": 81, ""hough_threshold_horizontal"": 49, ""hough_threshold_vertical"": 742, ""maxLineGap_oblique"": 20}, ""sam"": {""processing.y_bounds"": [4005, 13100]}}"
2-1,t1&2,2-1-t034,ei,0.818,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t034,0.7777004416941046,0.09827148118793418,0.004216979812578675,0.8,1.0,0.0,0.0,216.0077991165756,0.0,10.0,0.7462599649869063,0.8888888888888888,1.2587554006963093,0.2183420012246527,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.4499410217509254, ""mask_r_high"": 2.784624483261497, ""z_step"": 0.0056157818938546, ""grad_threshold"": 0.1990582921408963}, ""enhancing"": {""curvature_threshold"": 0.00405973793137852, ""inter_radius"": 0.022217750399435045}, ""detecting"": {""binary_threshold"": 117, ""hough_threshold_oblique"": 43, ""hough_threshold_horizontal"": 44, ""hough_threshold_vertical"": 799, ""maxLineGap_oblique"": 22}, ""sam"": {""processing.y_bounds"": [3607, 13100]}}"
2-1,t1&2,2-1-t035,uncertainty,0.034,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t035,0.07049278759205406,0.8166056138534908,0.0023210327555458652,0.0,0.3,0.7,4.719254367854547e-16,2.97624670976214,0.0,10.0,0.06270940165640457,1.0,1.2566015265928807,0.2950148319050758,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.467206220155618, ""mask_r_high"": 2.738000124659798, ""z_step"": 0.002722995750205945, ""grad_threshold"": 0.24249102225043634}, ""enhancing"": {""curvature_threshold"": 0.007778032766809998, ""inter_radius"": 0.07484498806508962}, ""detecting"": {""binary_threshold"": 139, ""hough_threshold_oblique"": 54, ""hough_threshold_horizontal"": 41, ""hough_threshold_vertical"": 796, ""maxLineGap_oblique"": 76}, ""sam"": {""processing.y_bounds"": [3878, 13100]}}"
2-1,t1&2,2-1-t036,ei,0.824,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t036,0.773016872012054,0.11149400871776667,0.004676342728113924,0.8,0.9,0.1,0.0,214.60412034121617,0.0,10.0,0.7383453316219495,0.8888888888888888,1.2805083142799651,0.22331715774303162,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.3296127483080196, ""mask_r_high"": 2.783802199158179, ""z_step"": 0.007274927519571401, ""grad_threshold"": 0.17750097422779265}, ""enhancing"": {""curvature_threshold"": 0.0022032795155179905, ""inter_radius"": 0.05311039998188019}, ""detecting"": {""binary_threshold"": 108, ""hough_threshold_oblique"": 63, ""hough_threshold_horizontal"": 61, ""hough_threshold_vertical"": 411, ""maxLineGap_oblique"": 22}, ""sam"": {""processing.y_bounds"": [3718, 13100]}}"
2-1,t1&2,2-1-t037,uncertainty,0.034,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t037,0.07757653171950668,0.8006074695348264,0.0026928296587656036,0.0,0.4,0.6,3.853255055881475e-16,0.9901862198596787,0.0,10.0,0.06785595439616882,1.0,1.183343531068919,0.23933648086100112,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.3951316535844764, ""mask_r_high"": 2.740883934321271, ""z_step"": 0.006650316133209849, ""grad_threshold"": 0.13959933461061835}, ""enhancing"": {""curvature_threshold"": 0.0052837765466326484, ""inter_radius"": 0.030299830524441438}, ""detecting"": {""binary_threshold"": 110, ""hough_threshold_oblique"": 82, ""hough_threshold_horizontal"": 78, ""hough_threshold_vertical"": 522, ""maxLineGap_oblique"": 25}, ""sam"": {""processing.y_bounds"": [4395, 13100]}}"
2-1,t1&2,2-1-t038,ei,0.828,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t038,0.7762417350290087,0.10348997245910826,0.004434419254980202,0.8,0.9,0.1,0.0,214.5680635551435,0.0,10.0,0.740684016129999,0.8888888888888888,1.2907411755133569,0.22352546948062035,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.468011294412688, ""mask_r_high"": 2.852756933391743, ""z_step"": 0.004338995483264339, ""grad_threshold"": 0.1604035157797854}, ""enhancing"": {""curvature_threshold"": 0.007468782571368437, ""inter_radius"": 0.07848929046709092}, ""detecting"": {""binary_threshold"": 102, ""hough_threshold_oblique"": 77, ""hough_threshold_horizontal"": 62, ""hough_threshold_vertical"": 593, ""maxLineGap_oblique"": 25}, ""sam"": {""processing.y_bounds"": [3872, 13100]}}"
2-1,t1&2,2-1-t039,uncertainty,0.033,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/2-1-bo-proxy/runs/2-1-t039,0.07145699114751591,0.8324726274736386,0.0024646829409215656,0.0,0.2,0.8,0.0,89.0,0.0,10.0,0.06305508878320198,1.0,1.2843550988640795,0.34150488818231733,1.0,0.9862262594301413,"{""denoising"": {""mask_r_low"": 2.4165233687136647, ""mask_r_high"": 2.723107972104952, ""z_step"": 0.003831199584398909, ""grad_threshold"": 0.15668548166908397}, ""enhancing"": {""curvature_threshold"": 0.0023202587342993773, ""inter_radius"": 0.06881406118251342}, ""detecting"": {""binary_threshold"": 122, ""hough_threshold_oblique"": 87, ""hough_threshold_horizontal"": 60, ""hough_threshold_vertical"": 794, ""maxLineGap_oblique"": 20}, ""sam"": {""processing.y_bounds"": [4117, 13100]}}"
3-1,t3,3-1-1-t000,anchor_from_frozen_stage1,0.85,/home/boringtao/Projects/Proxy4Tun/data/bo/3-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/3-1-1-bo-proxy/runs/3-1-1-t000,0.7266268101170488,0.16229315232751773,0.001538940681159314,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.6735175946644923,0.8888888888888888,0.6081455137251045,0.2026786621937583,1.0,-0.9939473188361857,"{""denoising"": {""mask_r_low"": 2.85, ""mask_r_high"": 3.0, ""mask_theta_low"": 1.55, ""mask_theta_high"": 17.15}, ""enhancing"": {""curvature_threshold"": 0.0005}, ""detecting"": {""binary_threshold"": 127, ""hough_threshold_oblique"": 30, ""hough_threshold_horizontal"": 30, ""hough_threshold_vertical"": 1500, ""maxLineGap_oblique"": 30, ""pattern_tolerance"": 10, ""uniform_k_snap"": true}, ""sam"": {""segment_width"": 1200, ""K_height"": 823.8, ""angle"": 6.12}}"
3-1,t3,3-1-1-t001,sobol_init,0.054,/home/boringtao/Projects/Proxy4Tun/data/bo/3-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/3-1-1-bo-proxy/runs/3-1-1-t001,0.35840706587534504,0.5309447452560787,0.0014460167798254792,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.29857711495429773,0.8888888888888888,0.7952512830814317,0.25246381796671824,1.0,-0.9939473188361857,"{""denoising"": {""mask_r_low"": 2.95517564015463, ""mask_r_high"": 3.132841501245275, ""mask_theta_low"": 1.5440763854421675, ""mask_theta_high"": 16.45820064097643}, ""enhancing"": {""curvature_threshold"": 0.0004519018406048417}, ""detecting"": {""binary_threshold"": 134, ""hough_threshold_oblique"": 37, ""hough_threshold_horizontal"": 36, ""hough_threshold_vertical"": 1118, ""maxLineGap_oblique"": 53, ""pattern_tolerance"": 18, ""uniform_k_snap"": true}, ""sam"": {""segment_width"": 1324, ""K_height"": 948.3934363350272, ""angle"": 6.5961885787546635}}"
3-1,t3,3-1-1-t002,sobol_init,0.068,/home/boringtao/Projects/Proxy4Tun/data/bo/3-1-bo-proxy,/home/boringtao/Projects/Proxy4Tun/data/bo/3-1-1-bo-proxy/runs/3-1-1-t002,0.16726524108440521,0.7541656291500664,0.0006995046131264416,0.2,0.2,0.8,0.0,22.887240663972534,0.0,10.0,0.15619835739560997,1.0,1.1068328965877792,0.36634488621458006,1.0,-0.9939473188361857,"{""denoising"": {""mask_r_low"": 2.736207290645689, ""mask_r_high"": 2.9335338024888187, ""mask_theta_low"": 1.8848952106200159, ""mask_theta_high"": 17.59399638697505}, ""enhancing"": {""curvature_threshold"": 0.0018810237744823098}, ""detecting"": {""binary_threshold"": 111, ""hough_threshold_oblique"": 40, ""hough_threshold_horizontal"": 58, ""hough_threshold_vertical"": 1706, ""maxLineGap_oblique"": 28, ""pattern_tolerance"": 9, ""uniform_k_snap"": false}, ""sam"": {""segment_width"": 1087, ""K_height"": 836.2689766101539, ""angle"": 4.271751265972853}}"
