source,case,family,trial_id,mIoU,stage1_varied,path,depth_nan_ratio,denoise_retained_ratio,unfold_residual,orient_agreement,sam_fill_rate,sam_ontology_divergence,det_row_residual_px,det_row_gated,det_row_y_std,phase_incoherence_deg,recentre_residual_max_cm,orient_axis_corr
reuse_v2,3-1,continuous,3-1-t009,0.062,False,data/bo-elegant/3-1-trials/runs/3-1-t009,0.6762714439142805,0.20291517152736066,2.341805806147327,0.9989160794172076,0.018917337599083775,0.42491294453127143,5.1298987149230735,1.0,3.149528703637196,1.2,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t010,0.109,False,data/bo-elegant/3-1-trials/runs/3-1-t010,0.18355960225751264,0.7424662095923366,2.341805806147327,0.9989160794172076,0.6867054235821722,0.21765544308558973,0.0,0.0,0.0,1.6,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t011,0.113,False,data/bo-elegant/3-1-trials/runs/3-1-t011,0.15302197972511739,0.7241152873001596,2.341805806147327,0.9989160794172076,0.6802258814449192,0.22177156465106063,0.0,0.0,4.547473508864641e-13,1.2,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t012,0.501,False,data/bo-elegant/3-1-trials/runs/3-1-t012,0.4627709696456109,0.41874430083499575,2.341805806147327,0.9989160794172076,0.3980810347349519,0.2530900391678589,2.6061491132247943,1.0,4.882590951169699,2.6,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t013,0.192,False,data/bo-elegant/3-1-trials/runs/3-1-t013,0.18088291044926424,0.7521481767340245,2.341805806147327,0.9989160794172076,0.6718339096038516,0.16577648277768256,5.902633333401366,1.0,0.0,1.2,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t014,0.051,False,data/bo-elegant/3-1-trials/runs/3-1-t014,0.9284998206218756,0.030135161630653648,2.341805806147327,0.9989160794172076,0.024914493073861177,0.3767409905689838,0.0,0.0,2.2737367544323206e-13,13.8,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t015,0.852,False,data/bo-elegant/3-1-trials/runs/3-1-t015,0.17858653826912488,0.7466178470616428,2.341805806147327,0.9989160794172076,0.6981317631388122,0.198271391401387,0.0,0.0,5.441813931252242,1.3,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t016,0.327,False,data/bo-elegant/3-1-trials/runs/3-1-t016,0.3763675885968273,0.3944506860783209,2.341805806147327,0.9989160794172076,0.3475704829157317,0.32968454795354624,0.0,0.0,0.0,3.7,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t017,0.62,False,data/bo-elegant/3-1-trials/runs/3-1-t017,0.3025537333106175,0.5998089126382193,2.341805806147327,0.9989160794172076,0.568427326115169,0.2604384243150932,4.093553565890239,1.0,5.040092553399567,1.9,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t018,0.598,False,data/bo-elegant/3-1-trials/runs/3-1-t018,0.29359705124439894,0.5456306660981766,2.341805806147327,0.9989160794172076,0.5081352176497499,0.28574906521878934,0.0,0.0,47.505575435989364,1.8,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t020,0.045,False,data/bo-elegant/3-1-trials/runs/3-1-t020,0.965670093413209,0.0076964013954979316,2.341805806147327,0.9989160794172076,0.0074598763222840855,0.45682102628285354,0.0,0.0,0.0,34.5,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t021,0.648,False,data/bo-elegant/3-1-trials/runs/3-1-t021,0.1543137088729535,0.6432984043894074,2.341805806147327,0.9989160794172076,0.5996361870913329,0.29806876364023266,4.8186762772930765,1.0,5.553694893899657,1.0,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t022,0.14,False,data/bo-elegant/3-1-trials/runs/3-1-t022,0.5386593196884617,0.3732303411874181,2.341805806147327,0.9989160794172076,0.3242058515058244,0.30771501389508854,0.0,0.0,0.0,2.6,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t023,0.088,False,data/bo-elegant/3-1-trials/runs/3-1-t023,0.15492443066590256,0.7032186082989179,2.341805806147327,0.9989160794172076,0.6113612951615062,0.21840119051255164,0.0,0.0,0.0,1.0,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t024,0.062,False,data/bo-elegant/3-1-trials/runs/3-1-t024,0.8916493118927187,0.056868719247850266,2.341805806147327,0.9989160794172076,0.04987255655594596,0.44782111284451376,0.0,0.0,0.0,4.8,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t025,0.044,False,data/bo-elegant/3-1-trials/runs/3-1-t025,0.9623165441524545,0.02421892262829151,2.341805806147327,0.9989160794172076,0.018696373385949788,0.31173533083645444,0.0,0.0,0.0,12.3,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t026,0.057,False,data/bo-elegant/3-1-trials/runs/3-1-t026,0.8456215824655458,0.08644368991562902,2.341805806147327,0.9989160794172076,0.06751545971448934,0.30816508404781656,0.0,0.0,30.199337171052683,4.0,9.4,-0.9989160794172076
